Habitat	Flower petal color	Leaf type	Leaf blade edges	Flower symmetry	Fusion of sepals and petals	Fruit type	Bulblets replace flowers	Carpels fused	Cleistogamous flowers	Corolla palate	Epicalyx	Flower description	Flower reproductive parts	Form of style	Hypanthium	Inner tepals (Rumex)	Marks on petals	Nectar spur	Ovary position	Petal and sepal colors	Petal appearance	Petal folds or pleats	Petal hairs (Viola)	Petal length relative to sepals	Petal tips (Cuscuta)	Reproductive system	Scales inside corolla	Sepal and petal color	Sepal appendages	Sepals fused only to sepals	Stamen attachment	Stamen position relative to petals	Stamens fused	Staminodes	Stigma position	Umbel flower reproductive parts	Upper lip of bilabiate corolla	Achene relative orientation	Achene shape	Achene surface (Polygonum)	Achene type	Berry color	Capsule color (Viola)	Fruit (pyxis) dehiscence	Fruit features (Brassicaceae)	Fruit type (specific)	Legumes (Fabaceae)	Mericarp segment shape (Desmodium)	Spots or streaks on berries	Ovary stipe	Rows of seeds in fruit (Brassicaceae)	Schizocarpic fruit compression	Seed relative length	Seed surface	Wings on fruit	Fruits with thorn-like defensive structures	Leaves have glandular dots or scales	Sap	Sap color	Growth form	Young leaf color	Spines on plant	Hairs on underside of leaf	Hairs on upper side of leaf	Leaf arrangement	Leaf blade base	Leaf blade base shape	Leaf blade hairs	Leaf blade shape	Leaf surface color	Leaf spines	Leaf stalks	Leaf stalk attaches to leaf	Leaf stalk base	Leaf teeth and lobes	Leaves per node	Pinnately compound leaves	Stipule features	Stipules	Branched tendrils	Hair between stem nodes	Leaves on flowering stem	Tendril origin	Tendrils	Corolla morphology	Inflorescence	Petal and sepal arrangement	Capsule ribs	Capsule splits	Leaf tip	Hairs between stem nodes	"Anther with pink, reddish, or purplish tint"	Calyx growth after flowering	Calyx symmetry	The petal margins have cilia	Filament surface	Flower orientation	Fringed petal edges	Hairs on flower stalk	Hairs on inflorescence axis	Perianth shape	Petal narrows at the base	Petal outline	Petal tip shape	Sepal appearance	Sepal color	Sepal shape	Sepal uniformity	Stamen lengths	The stigma protrudes beyond the mouth of the corolla	Fruit shape	Fruit stalk orientation	Hairs on fruit	Bracteoles	Floral bract texture	Floral bracts	Hairs on leaf stalk	Hooked hairs on underside of leaf	Inflated hairs on leaf	Leaf blade base symmetry	There is a noticeable powdery or waxy bloom on the underside of the leaf	Leaf blade flatness	Leaf blade primary vein pattern	Leaf blade texture	Leaf blade vein pattern	Leaf blade veins	Leaf hair orientation	The upper side of the leaf	Tufts (clusters) of small leaves in axils	Leaf appearance change from the base to further up on the stem	Leaf appearance along the stem	Leaflet petiolules	Stipels	Plant odor	Direction of stem hairs	Hooked hairs on stem between nodes	The stem has a powdery or waxy film on it that can be rubbed away	Stem nodes swollen	Stem orientation	Stem spacing	The petals have at least one nectary	Sepal texture	The stipule margins have teeth on them	The stipules are fused to the petioles for some or most of their length	The stems are succulent	Anther attachment	The sepals have cilia on their edges	Sepal special features	Sepal tip shape	Inflorescence type
terrestrial	blue to purple||pink to red||yellow	compound	lobes||teeth and lobes	radially symmetrical	not fused	dry and splits open	no	fused	no	no	no	superior ovary and no hypanthium	?	"?||knob-like at the tip, and unbranched"	no	?	?	no	above the point of petal  attachment	blue to purple||pink to red||yellow	"thin, delicate, pigmented"	no	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	?	not attached to petals	?	?	no	?	?	?	?	?	?	?	?	?	?	?	elongated height/width >= 3 and dehisces by two valves leaving  persistent replum to which seeds are attached (silique)	?	?	?	no	>=2 rows of seeds in each locule	?	?	?	no	no	no	clear and watery	clear	?	green	no	fuzzy or hairy	?	1 leaf per node (alternate)	has stalk (petiole)||has no stalk	"wedge-shaped with straight, converging edges at the base (cuneate), or narrow"	?	widest below the middle and broadly tapering at both ends (ovate)||rhombic: roughly diamond-shaped	uniform	no	?	?	?	?	one	?	?	no	?	?	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	?	are branched	?	?	radially symmetrical	?	"smooth, with no hairs or scales"	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	no	?	?	no	?	?	?	?	?	?	?	?	?	?	?	?	?	?	Descurainia pinnata	Descurainia	Brassicaceae	Brassicales
terrestrial	yellow	compound	lobes||teeth and lobes	radially symmetrical	not fused	dry and splits open	no	fused	no	no	no	superior ovary and no hypanthium	?	"?||knob-like at the tip, and unbranched"	no	?	?	no	above the point of petal  attachment	yellow	"thin, delicate, pigmented"	no	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	?	not attached to petals	?	?	no	?	?	?	?	?	?	?	?	?	?	?	elongated height/width >= 3 and dehisces by two valves leaving  persistent replum to which seeds are attached (silique)	?	?	?	no	1 row of seeds in each locule	?	?	?	no	no	no	clear and watery	clear	?	green	no	"fuzzy or hairy||not hairy, or with very few hairs"	?	1 leaf per node (alternate)	has stalk (petiole)||has no stalk	"wedge-shaped with straight, converging edges at the base (cuneate), or narrow||ends abruptly in a straight line as though cut off (truncate)"	?	lance-shaped; widest below the middle and tapering at both ends (lanceolate)||rhombic: roughly diamond-shaped	uniform	no	?	?	?	?	one	?	?	no	?	?	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	?	are branched	?	?	radially symmetrical	?	"smooth, with no hairs or scales"	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	no	?	?	no	?	?	?	?	?	?	?	?	?	?	?	?	?	?	Descurainia sophia	Descurainia	Brassicaceae	Brassicales
terrestrial||wetlands	blue to purple||pink to red	compound	entire	bilaterally symmetrical	not fused||fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	?	yes	?	no marks	no	above the point of petal  attachment	blue to purple||pink to red	"thin, delicate, pigmented"	no||yes	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	rounded on the lower margin	?	yes	?	?	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	"not hairy, or with very few hairs"	1 leaf per node (alternate)	has stalk (petiole)	?	simple hairs with no glands	lance-shaped; widest below the middle and tapering at both ends (lanceolate)||rectangular with rounded ends (oblong)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	?	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	?	hairs without glands	?	abruptly	"extremely narrow, thread-like (linear)||rectangular but with rounded ends (oblong)||roughly circular, as wide as long (orbicular)"	?	"green or brown, and leaf-like in texture"	blue to purple||green to brown||pink to red	?	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	?	yes	no	?	yes	?	no	no	symmetrical	no	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	"the major veins branch, but do not rejoin"	one main vein running from the base towards the tip	"flat against the leaf surface, mostly pointing towards the leaf tip"	is dull or slightly shiny	?	?	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	yes	no	?	upright or angled outwards	solitary plant||a few plants are growing together	?	?	?	?	?	?	?	?	?	?	Desmodium canadense	Desmodium	Fabaceae	Fabales
terrestrial	green to brown||pink to red||white	compound	entire	bilaterally symmetrical	fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium||superior ovary and no hypanthium	both pollen- and seed-producing parts	narrow at the tip and unbranched	yes	?	?	no	above the point of petal  attachment	green to brown||pink to red||white	"thin, delicate, pigmented"	no||yes	?	petals longer than sepals	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	roughly triangular on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	?	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base	?	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	no	?	hairs without glands	"bell-shaped, with a tube about as long as wide, flaring at the mouth (campanulate)"	?	"egg-shaped with the widest point above the middle (obovate)||roughly circular, as wide as long (orbicular)"	with a blunt or rounded apex and a notch at the center (retuse)||rounded	"green or brown, and leaf-like in texture"	green to brown	"lance-shaped; narrow, gradually tapering from the base to the tip (lanceolate)"	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	point upward or spread or curve outward	yes	no	?	yes	?	yes	?	symmetrical	?	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	the major veins form a net-like pattern due to splitting and rejoining	one main vein running from the base towards the tip	?	is dull or slightly shiny	?	gradual	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	yes	no	?	upright or angled outwards	solitary plant||a few plants are growing together	?	"very thin but flexible, like a membrane||leaf-like"	?	yes	no	?	?	?	tapers to a very narrow point (acuminate)||sharply pointed (acute)	?	Desmodium canescens	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple||pink to red	compound	entire	bilaterally symmetrical	fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	narrow at the tip and unbranched	yes	?	?	no	above the point of petal  attachment	blue to purple	"thin, delicate, pigmented"	no||yes	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	rounded on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	"fuzzy or hairy||not hairy, or with very few hairs"	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base	simple hairs with no glands	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	points upwards||angled outwards	?	?	hairs without glands||no hairs	?	?	?	?	"green or brown, and leaf-like in texture"	blue to purple	roughly triangular	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed	point upward or spread or curve outward	yes	no	?	yes	?	?	?	symmetrical	?	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	?	one main vein running from the base towards the tip	standing up straight or curved in different directions	is dull or slightly shiny	?	gradual	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	no	no	?	upright or angled outwards	solitary plant||a few plants are growing together	?	"very thin but flexible, like a membrane||leaf-like"	?	?	no	?	?	?	sharply pointed (acute)	?	Desmodium ciliare	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple||pink to red	compound	entire	bilaterally symmetrical	fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	narrow at the tip and unbranched	yes	?	?	no	above the point of petal  attachment	blue to purple	"thin, delicate, pigmented"	no||yes	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	roughly triangular on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	"fuzzy or hairy||not hairy, or with very few hairs"	"fuzzy or hairy||not hairy, or with very few hairs"	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base	simple hairs with no glands	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes||no	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	"tapers to a long, thin point (acuminate)"	"plain, without glands or branches, and not tangled||no"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	points upwards||angled outwards	?	?	hairs without glands	?	?	?	?	"green or brown, and leaf-like in texture"	green to brown	roughly triangular	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	point upward or spread or curve outward	yes	no	?	yes	?	no	?	symmetrical	yes	?	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	?	one main vein running from the base towards the tip	?||standing up straight or curved in different directions	is dull or slightly shiny	?	gradual	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	?||point mostly upwards to outwards	no||yes	?	?	upright or angled outwards	solitary plant||a few plants are growing together	?	"very thin but flexible, like a membrane||leaf-like"	?	?	no	?	?	?	tapers to a very narrow point (acuminate)||sharply pointed (acute)	?	Desmodium cuspidatum	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple	compound	entire	bilaterally symmetrical	fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	narrow at the tip and unbranched	yes	?	?	no	above the point of petal  attachment	blue to purple	"thin, delicate, pigmented"	no||yes	?	petals longer than sepals	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	roughly triangular on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	"fuzzy or hairy||not hairy, or with very few hairs"	"fuzzy or hairy||not hairy, or with very few hairs"	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base	simple hairs with no glands	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	?	hairs without glands	?	?	?	?	"green or brown, and leaf-like in texture"	green to brown	roughly triangular	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	point upward or spread or curve outward	yes	no	?	yes	yes||no	no	?	symmetrical	?	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	?	one main vein running from the base towards the tip	standing up straight or curved in different directions	is dull or slightly shiny	?	gradual	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	yes	?	no	upright or angled outwards	solitary plant||a few plants are growing together	?	"very thin but flexible, like a membrane||leaf-like"	no||yes	?	no	?	?	?	sharply pointed (acute)	?	Desmodium glabellum	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple	compound	entire	bilaterally symmetrical	fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	narrow at the tip and unbranched	yes	?	?	no	above the point of petal  attachment	blue to purple	"thin, delicate, pigmented"	no||yes	?	petals longer than sepals	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	rounded on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	"fuzzy or hairy||not hairy, or with very few hairs"	"not hairy, or with very few hairs"	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base||ends abruptly in a straight line as though cut off (truncate)	?	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes||no	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled||no"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	?	hairs without glands||no hairs	?	?	?	?	"green or brown, and leaf-like in texture"	?	?	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	point upward or spread or curve outward	yes	no	?	yes	yes||no	?	?	symmetrical	no	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	?	one main vein running from the base towards the tip	?	is dull or slightly shiny	?	gradual	"all leaves are nearly similar in size, teeth, and length of stalks"	yes	yes	no	?	no||yes	no	no	upright or angled outwards	solitary plant||a few plants are growing together	?	"very thin but flexible, like a membrane||leaf-like"	?	?	no	?	?	?	?	?	Desmodium marilandicum	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple	compound	entire	bilaterally symmetrical	fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	narrow at the tip and unbranched	yes	?	?	no	above the point of petal  attachment	blue to purple	"thin, delicate, pigmented"	no||yes	?	petals longer than sepals	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	rounded on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	fuzzy or hairy	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base||ends abruptly in a straight line as though cut off (truncate)	simple hairs with no glands	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	yes	hairs without glands	?	?	?	?	"green or brown, and leaf-like in texture"	green to brown||pink to red	?	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	point upward or spread or curve outward	yes	no	?	yes	?	no	?	symmetrical	?	?	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	the major veins form a net-like pattern due to splitting and rejoining	one main vein running from the base towards the tip	standing up straight or curved in different directions	is dull or slightly shiny	?	gradual	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	yes	no	no	upright or angled outwards	solitary plant||a few plants are growing together	?	"very thin but flexible, like a membrane||leaf-like"	?	?	no	?	?	?	?	?	Desmodium obtusum	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple||pink to red	compound	entire	bilaterally symmetrical	not fused||fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	?	yes	?	no marks	no	above the point of petal  attachment	blue to purple||pink to red	"thin, delicate, pigmented"	no||yes	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	roughly triangular on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	"not hairy, or with very few hairs"	1 leaf per node (alternate)	has stalk (petiole)	?	simple hairs with no glands	widest near the middle and tapering at both ends (elliptic)||lance-shaped; widest below the middle and tapering at both ends (lanceolate)||rectangular with rounded ends (oblong)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes||no	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	?	"plain, without glands or branches, and not tangled||no"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	?	hairs without glands	?	abruptly	"extremely narrow, thread-like (linear)||rectangular but with rounded ends (oblong)||roughly circular, as wide as long (orbicular)"	?	"green or brown, and leaf-like in texture"	green to brown||pink to red||yellow	?	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	?	yes	no	?	yes	?	no	no	symmetrical	no	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	"the major veins branch, but do not rejoin"	one main vein running from the base towards the tip	"flat against the leaf surface, mostly pointing towards the leaf tip"	is dull or slightly shiny	?	?	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	no||yes	no	?	upright or angled outwards	?	?	?	?	?	?	?	?	?	?	?	Desmodium paniculatum	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple||pink to red	compound	entire	bilaterally symmetrical	not fused||fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	?	yes	?	no marks	no	above the point of petal  attachment	blue to purple||pink to red	"thin, delicate, pigmented"	no||yes	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	roughly triangular on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	fuzzy or hairy	1 leaf per node (alternate)	has stalk (petiole)	rounded at the base	simple hairs with no glands	rectangular with rounded ends (oblong)||widest below the middle and broadly tapering at both ends (ovate)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	sharply pointed (acute)||bluntly pointed (obtuse)	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	?	hairs without glands	?	abruptly	"extremely narrow, thread-like (linear)||rectangular but with rounded ends (oblong)||roughly circular, as wide as long (orbicular)"	?	"green or brown, and leaf-like in texture"	?	?	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	point upward or spread or curve outward	yes	no	?	yes	yes	no	no	symmetrical	no	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	"the major veins branch, but do not rejoin"	one main vein running from the base towards the tip	standing up straight or curved in different directions	is dull or slightly shiny	?	?	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	no||yes	no	?	upright or angled outwards	?	?	?	?	?	no	?	?	?	?	?	Desmodium perplexum	Desmodium	Fabaceae	Fabales
terrestrial	blue to purple||pink to red||white	compound	entire	bilaterally symmetrical	not fused||fused into a cup or tube	dry but does not split open	no	?||solitary||not fused	no	no	no	superior ovary and hypanthium	both pollen- and seed-producing parts	?	yes	?	no marks	no	above the point of petal  attachment	blue to purple||pink to red||white	"thin, delicate, pigmented"	no||yes	?	?	?	synoecious: all flowers have carpels and stamens	no	is different	no	yes	?	?	yes	no	?	?	?	?	?	?	?	?	?	?	?	splits into sections with one or more seeds each (schizocarp)	?	rounded on the lower margin	?	yes	?	flattened perpendicular to the commissure	?	?	no	no	no	clear and watery	clear	herb	green	no	fuzzy or hairy	fuzzy or hairy	1 leaf per node (alternate)	has stalk (petiole)	?	simple hairs with no glands	egg-shaped with the widest point above the middle (obovate)||roughly circular as wide as long (orbicular)	uniform	no	yes	at the basal margin	is narrow where it attaches to the stem	entire	one	have a terminal leaflet (odd number of leaflets per axis)	?	yes	?	yes	at least one full leaf above the base	?	no	?	flowers are arrayed in a spiral around the inflorescence axis||flowers occur singly||flowers occur in several ranks	two cycles	?	"?||by two main valves, teeth or pores"	?	"plain, without glands or branches, and not tangled"	?	?	bilaterally symmetrical	?	"smooth, with no hairs or scales"	?	?	?	hairs without glands	?	abruptly	"extremely narrow, thread-like (linear)||rectangular but with rounded ends (oblong)||roughly circular, as wide as long (orbicular)"	?	"green or brown, and leaf-like in texture"	?	?	one or more is much narrower or shorter than the others	?	?	flat or strongly compressed||longer than wide and with rounded ends (obloid)	?	yes	no	?	yes	?	no	no	symmetrical	no	flat (planar) at the edges	the secondary veins branch off at intervals from the primary vein	leafy (herbaceous)	"the major veins branch, but do not rejoin"	one main vein running from the base towards the tip	standing up straight or curved in different directions	is dull or slightly shiny	?	?	"all leaves are nearly similar in size, teeth, and length of stalks"	?	yes	no	point mostly upwards to outwards	no	no	?	"trail at the base, but may turn upwards at the tips"	?	?	?	?	?	?	?	?	?	?	?	Desmodium rotundifolium	Desmodium	Fabaceae	Fabales
