Leaf type	Flower petal color	Leaf arrangement	Leaf blade edges	Flower symmetry	Number of sepals, petals or tepals	Fusion of sepals and petals	Stamen number	Fruit type (general)	Bulbils	Petal and sepal colors	Fringed petal edges	Inflorescence type	Flower description	Wings on fruit	Calyx symmetry	Growth form	Parasitism	Spines on plant
compound	yellow	alternate	entire	radially symmetrical	5	unfused or fused	10	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Oxalis florida	Oxalis	Oxalidaceae	Oxalidales
simple	white	alternate	entire	radially symmetrical or bilaterally symmetrical	4	unfused	6	dry & splits open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Arabis procurrens	Arabis	Brassicaceae	Brassicales
compound	?	alternate	teeth	radially symmetrical	4	unfused	4	dry & doesn't split open	no bulbils	blue to purple or pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Sanguisorba officinalis	Sanguisorba	Rosaceae	Rosales
simple	white	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Armoracia rusticana	Armoracia	Brassicaceae	Brassicales
simple	pink to red or white	alternate	entire	radially symmetrical	5	unfused or fused	10	fleshy	no bulbils	pink to red or white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub	not parasitic	no spines or with spines	Epigaea repens	Epigaea	Ericaceae	Ericales
simple	pink to red	alternate or opposite or whorled	entire	radially symmetrical	5	unfused	3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	no bulbils	pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical or bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Lechea minor	Lechea	Cistaceae	Malvales
compound	yellow	alternate	entire	bilaterally symmetrical	3 or 5	fused	1	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	insectivorous	no spines or with spines	Utricularia minor	Utricularia	Lentibulariaceae	Lamiales
simple	yellow	alternate	teeth	bilaterally symmetrical	5	unfused	1 or 5	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Viola pubescens	Viola	Violaceae	Malpighiales
simple	yellow	alternate	lobes or teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Ranunculus sceleratus	Ranunculus	Ranunculaceae	Ranunculales
compound	white	alternate	lobes	radially symmetrical or bilaterally symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Heracleum mantegazzianum	Heracleum	Apiaceae	Apiales
simple	?	alternate or basal	entire	bilaterally symmetrical	1	fused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings	bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Aristolochia clematitis	Aristolochia	Aristolochiaceae	Piperales
simple	pink to red or white	alternate	lobes or entire	radially symmetrical	5	fused	5	dry & splits open	no bulbils	pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Calystegia pubescens	Calystegia	Convolvulaceae	Solanales
compound or simple	yellow	alternate	lobes	radially symmetrical	5	fused	5	fleshy	no bulbils	blue to purple or green to brown or orange or other or pink to red or white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Solanum rostratum	Solanum	Solanaceae	Solanales
simple	blue to purple or pink to red or white	alternate	teeth	bilaterally symmetrical	5	fused	4	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Digitalis purpurea	Digitalis	Plantaginaceae	Lamiales
compound	yellow	alternate	lobes	radially symmetrical	5	unfused	11 or 12 or 13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Geum aleppicum	Geum	Rosaceae	Rosales
simple	?	alternate	teeth or entire	radially symmetrical	5	unfused or fused	5	dry & doesn't split open	no bulbils	green to brown	?	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Chenopodium album	Chenopodium	Amaranthaceae	Caryophyllales
simple	?	alternate	teeth or entire	radially symmetrical	5	fused	5	dry & doesn't split open	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Cycloloma atriplicifolium	Cycloloma	Amaranthaceae	Caryophyllales
compound	green to brown or white	alternate	lobes or teeth	radially symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	green to brown or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Angelica lucida	Angelica	Apiaceae	Apiales
compound or simple	yellow	alternate	lobes	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Tropidocarpum gracile	Tropidocarpum	Brassicaceae	Brassicales
simple	blue to purple or pink to red or white	alternate	lobes	radially symmetrical	5	fused	5	dry & splits open	no bulbils	blue to purple or pink to red or white	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Hydrophyllum canadense	Hydrophyllum	Boraginaceae	Boraginales
compound	white	alternate	lobes	radially symmetrical or bilaterally symmetrical	5	unfused	5	dry & doesn't split open	no bulbils	white	fringed or not fringed	one flower or branched umbel or corymb or raceme	inferior ovary	no wings or with wings	radially symmetrical or bilaterally symmetrical	herb	not parasitic	no spines or with spines	Anthriscus sylvestris	Anthriscus	Apiaceae	Apiales
compound or simple	yellow	alternate	lobes or teeth	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Sisymbrium loeselii	Sisymbrium	Brassicaceae	Brassicales
compound or simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Sisymbrium altissimum	Sisymbrium	Brassicaceae	Brassicales
simple	blue to purple or white or yellow	alternate	entire	radially symmetrical	5	fused	5	dry & doesn't split open	no bulbils	blue to purple or white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Myosotis discolor	Myosotis	Boraginaceae	Boraginales
simple	green to brown or pink to red	alternate	entire	radially symmetrical	6	fused	6	dry & doesn't split open	no bulbils	green to brown or pink to red	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Rumex patientia	Rumex	Polygonaceae	Caryophyllales
simple	blue to purple or yellow	alternate	entire	bilaterally symmetrical	5	fused	4	dry & splits open	no bulbils	blue to purple or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Kickxia spuria	Kickxia	Plantaginaceae	Lamiales
simple	yellow	alternate	lobes or teeth or entire	radially symmetrical	5	fused	5	fleshy	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Physalis heterophylla	Physalis	Solanaceae	Solanales
simple	blue to purple or white	alternate	teeth or entire	radially symmetrical	5	fused	5	fleshy	no bulbils	blue to purple or green to brown or orange or other or pink to red or white or yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Solanum ptycanthum	Solanum	Solanaceae	Solanales
simple	yellow	alternate	lobes	bilaterally symmetrical	5 or 6	fused	12 or 13	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings or with wings	radially symmetrical or bilaterally symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Reseda lutea	Reseda	Resedaceae	Brassicales
simple	yellow	alternate	teeth or entire	bilaterally symmetrical	5	fused	5	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	herb	not parasitic	no spines or with spines	Verbascum thapsus	Verbascum	Scrophulariaceae	Lamiales
simple	yellow	alternate	teeth or entire	radially symmetrical	4	unfused	6	dry & splits open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Erysimum odoratum	Erysimum	Brassicaceae	Brassicales
compound	yellow	alternate	teeth	radially symmetrical	5	unfused	13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Potentilla litoralis	Potentilla	Rosaceae	Rosales
simple	?	alternate or opposite	entire	radially symmetrical	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	fused	0 or 5	dry & doesn't split open	no bulbils	green to brown	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Atriplex cristata	Atriplex	Amaranthaceae	Caryophyllales
simple	yellow	alternate	teeth or entire	radially symmetrical	5	fused	5	fleshy	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	radially symmetrical	subshrub or vine or herb	not parasitic	no spines or with spines	Physalis virginiana	Physalis	Solanaceae	Solanales
simple	green to brown or white	alternate	teeth or entire	bilaterally symmetrical	5	unfused	5	dry & splits open	no bulbils	green to brown or white	not fringed	one flower or branched umbel or corymb or raceme	superior ovary	no wings	bilaterally symmetrical	herb	not parasitic	no spines or with spines	Hybanthus concolor	Hybanthus	Violaceae	Malpighiales
compound	yellow	alternate	teeth	radially symmetrical	4 or 5	unfused	10 or 11 or 12 or 13	dry & doesn't split open	no bulbils	yellow	fringed or not fringed	one flower or branched umbel or corymb or raceme	superior ovary & hypanthium	no wings or with wings	radially symmetrical	herb	not parasitic	no spines or with spines	Potentilla canadensis	Potentilla	Rosaceae	Rosales
